PHD2 version 2.6.14 [Windows], Log version 2.5. Log enabled at 2026-08-10 20:40:06
INFO: Guiding parameter change, MultiStar = true

Guiding Begins at 2026-08-10 22:18:22
Equipment Profile = SW4P_EVO
Dither = both axes, Dither scale = 1.000, Image noise reduction = 2x2 mean, Guide-frame time lapse = 0, Server enabled
Pixel scale = 2.91 arc-sec/px, Binning = 1, Focal length = 266 mm
Search region = 15 px, Star mass tolerance = 50.0%, Multi-star mode, list size = 12
 Camera = ZWO ASI120MM Mini (ASCOM), full size = 1280 x 960, have dark, dark dur = 1500, no defect map, pixel size = 3.8 um
Exposure = 1500 ms
Mount = GPUSB, connected, guiding enabled, AuxMount=CPWI_ASCOM_Telescope, xAngle = 154.7, xRate = 4.406, yAngle = -115.3, yRate = 5.100, parity = +/+
Norm rates RA = 13.9"/s @ dec 0, Dec = 14.8"/s; ortho.err. = 0.0 deg
X guide algorithm = Hysteresis, Hysteresis = 0.100, Aggression = 0.700, Minimum move = 0.130
Y guide algorithm = Resist Switch, Minimum move = 0.200 Aggression = 100% FastSwitch = enabled
Backlash comp = enabled, pulse = 1033 ms
Max RA duration = 2500, Max DEC duration = 2500, DEC guide mode = Auto
RA Guide Speed = 14.9 a-s/s, Dec Guide Speed = 14.9 a-s/s, Cal Dec = 0.0, Last Cal Issue = None, Timestamp = 15/07/2026 22:18:28
RA = 20.01 hr, Dec = 22.8 deg, Hour angle = -1.65 hr, Pier side = West, Rotator pos = N/A, Alt = 61.6 deg, Az = 126.0 deg
Lock position = 1264.014, 898.051, Star position = 1264.014, 898.051, HFD = 2.99 px
Frame,Time,mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
220,457.775,"Mount",-0.376,0.119,0.390,0.053,0.238,0.000,54,W,0,,,,689558,413.28,0
221,460.013,"Mount",-0.411,0.138,0.431,0.051,0.288,0.000,65,W,0,,,,661230,453.28,0
222,462.657,"Mount",-1.254,-0.404,0.961,0.901,0.626,0.901,142,W,177,S,,,673375,438.73,0
223,464.741,"Mount",-0.740,0.157,0.736,0.174,0.508,0.000,115,W,0,,,,653479,475.71,0
224,466.897,"Mount",-0.187,0.255,0.278,-0.150,0.211,0.000,48,W,0,,,,691225,441.34,0
225,469.205,"Mount",0.424,-0.118,-0.434,-0.075,-0.259,0.000,59,E,0,,,,664689,456.39,0
226,471.204,"Mount",0.263,0.083,-0.202,-0.188,-0.145,0.000,33,E,0,,,,677711,446.60,0
227,473.549,"Mount",-0.123,0.301,0.240,-0.220,0.141,0.000,32,W,0,,,,641251,432.74,0
228,475.510,"Mount",-0.143,0.275,0.247,-0.188,0.165,0.000,38,W,0,,,,679142,481.34,0
229,477.563,"Mount",-0.060,0.143,0.116,-0.104,0.000,0.000,0,,0,,,,662531,464.94,0
230,479.527,"Mount",-0.086,-0.227,-0.019,0.242,0.000,0.242,0,,47,S,,,670484,456.79,0
231,481.669,"Mount",-0.054,0.291,0.174,-0.240,0.109,0.000,25,W,0,,,,682281,433.00,0
232,484.022,"Mount",-0.160,0.268,0.259,-0.174,0.171,0.000,39,W,0,,,,682233,426.31,0
233,486.149,"Mount",-0.238,0.270,0.331,-0.143,0.220,0.000,50,W,0,,,,661554,433.28,0
234,488.140,"Mount",-0.109,0.315,0.233,-0.238,0.162,0.000,37,W,0,,,,694561,453.73,0
235,490.133,"Mount",0.253,-0.017,-0.236,-0.093,-0.137,0.000,31,E,0,,,,686763,454.31,0
236,492.069,"Mount",0.247,-0.114,-0.272,-0.002,-0.181,0.000,41,E,0,,,,674730,430.37,0
237,494.205,"Mount",-0.018,-0.229,-0.081,0.215,0.000,0.215,0,,42,S,,,720157,465.21,0
238,496.303,"Mount",-0.094,0.243,0.189,-0.179,0.119,0.000,27,W,0,,,,707496,438.05,0
239,498.347,"Mount",0.065,0.128,-0.004,-0.143,0.000,0.000,0,,0,,,,678643,476.04,0
240,500.182,"Mount",0.009,0.140,0.052,-0.131,0.000,0.000,0,,0,,,,661741,440.67,0
241,502.253,"Mount",-0.083,0.091,0.114,-0.047,0.000,0.000,0,,0,,,,703434,436.10,0
242,504.187,"Mount",0.044,0.139,0.020,-0.144,0.000,0.000,0,,0,,,,702999,435.85,0
243,506.203,"Mount",-0.007,0.273,0.124,-0.244,0.000,0.000,0,,0,,,,693093,510.54,0
244,508.106,"Mount",0.162,0.054,-0.123,-0.118,0.000,0.000,0,,0,,,,690837,458.60,0
245,510.194,"Mount",0.092,-0.031,-0.096,-0.011,0.000,0.000,0,,0,,,,657727,460.38,0
246,512.298,"Mount",0.204,-0.084,-0.221,-0.011,-0.139,0.000,32,E,0,,,,677392,468.22,0
247,514.397,"Mount",0.198,0.075,-0.147,-0.153,-0.102,0.000,23,E,0,,,,688348,470.48,0
248,516.358,"Mount",0.536,-0.308,-0.616,0.049,-0.395,0.000,90,E,0,,,,675929,446.30,0
249,518.558,"Mount",0.356,0.015,-0.315,-0.165,-0.226,0.000,51,E,0,,,,672166,445.49,0
250,520.503,"Mount",0.215,-0.133,-0.251,0.029,-0.174,0.000,40,E,0,,,,659779,486.69,0
251,522.758,"Mount",-0.323,-0.087,0.255,0.217,0.148,0.217,34,W,43,S,,,653337,460.83,0
252,524.677,"Mount",-0.332,0.060,0.325,0.088,0.215,0.000,49,W,0,,,,665674,451.87,0
253,526.813,"Mount",-0.178,0.075,0.193,0.009,0.137,0.000,31,W,0,,,,675832,447.19,0
254,528.837,"Mount",-0.259,-0.118,0.183,0.217,0.125,0.217,28,W,43,S,,,644885,432.24,0
255,530.966,"Mount",0.275,0.056,-0.225,-0.168,-0.133,0.000,30,E,0,,,,683209,447.65,0
256,532.933,"Mount",0.222,0.019,-0.192,-0.112,-0.130,0.000,30,E,0,,,,659963,425.95,0
257,535.077,"Mount",0.297,0.102,-0.225,-0.219,-0.151,0.000,34,E,0,,,,660099,447.26,0
258,537.295,"Mount",0.284,-0.084,-0.293,-0.045,-0.195,0.000,44,E,0,,,,698503,465.58,0
259,539.453,"Mount",0.243,-0.104,-0.264,-0.010,-0.180,0.000,41,E,0,,,,639142,419.84,0
260,541.389,"Mount",0.201,-0.209,-0.271,0.103,-0.183,0.000,42,E,0,,,,669522,443.39,0
261,543.537,"Mount",0.108,-0.107,-0.144,0.051,-0.103,0.000,23,E,0,,,,651732,422.34,0
262,545.397,"Mount",0.119,-0.093,-0.147,0.033,-0.100,0.000,23,E,0,,,,688640,436.15,0
263,547.656,"Mount",-0.460,0.085,0.452,0.120,0.278,0.000,63,W,0,,,,650314,452.76,0
264,549.437,"Mount",0.060,-0.028,-0.066,-0.001,0.000,0.000,0,,0,,,,717521,453.08,0
265,551.475,"Mount",0.200,-0.154,-0.247,0.054,-0.156,0.000,35,E,0,,,,664567,431.46,0
266,553.541,"Mount",0.278,-0.264,-0.364,0.120,-0.240,0.000,54,E,0,,,,663044,469.96,0
267,555.558,"Mount",0.170,-0.228,-0.251,0.134,-0.175,0.000,40,E,0,,,,674011,450.95,0
268,557.734,"Mount",0.153,-0.124,-0.192,0.047,-0.133,0.000,30,E,0,,,,686149,461.96,0
269,559.853,"Mount",0.252,-0.160,-0.297,0.037,-0.196,0.000,45,E,0,,,,675305,449.32,0
270,561.941,"Mount",0.212,-0.014,-0.198,-0.078,-0.138,0.000,31,E,0,,,,633313,438.47,0
271,564.445,"Mount",-0.081,-0.238,-0.028,0.249,0.000,0.249,0,,49,S,,,604641,442.40,0
272,566.421,"Mount",0.044,-0.202,-0.127,0.164,0.000,0.000,0,,0,,,,628020,426.98,0
273,568.686,"Mount",0.197,-0.380,-0.341,0.260,-0.215,0.260,49,E,51,S,,,632910,452.70,0
274,570.583,"Mount",0.011,-0.110,-0.057,0.094,0.000,0.000,0,,0,,,,657912,435.00,0
275,572.589,"Mount",0.080,0.052,-0.050,-0.082,0.000,0.000,0,,0,,,,681981,481.43,0
276,574.535,"Mount",0.033,-0.094,-0.070,0.071,0.000,0.000,0,,0,,,,661590,477.15,0
277,576.716,"Mount",0.532,-0.158,-0.548,-0.084,-0.345,0.000,78,E,0,,,,670545,457.58,0
278,578.757,"Mount",0.476,-0.223,-0.526,-0.002,-0.356,0.000,81,E,0,,,,644638,433.90,0
279,580.902,"Mount",0.230,-0.025,-0.219,-0.076,-0.163,0.000,37,E,0,,,,704136,467.17,0
280,583.101,"Mount",0.145,-0.297,-0.258,0.206,-0.174,0.206,40,E,40,S,,,698329,454.45,0
281,585.128,"Mount",0.021,0.210,0.070,-0.199,0.000,0.000,0,,0,,,,666107,444.04,0
282,587.061,"Mount",-0.027,0.113,0.073,-0.090,0.000,0.000,0,,0,,,,674449,439.11,0
283,589.293,"Mount",-0.193,0.168,0.246,-0.069,0.155,0.000,35,W,0,,,,740470,449.62,0
284,591.165,"Mount",0.018,-0.074,-0.048,0.059,0.000,0.000,0,,0,,,,686082,478.43,0
285,593.277,"Mount",-0.214,0.125,0.247,-0.022,0.155,0.000,35,W,0,,,,653649,423.10,0
286,595.152,"Mount",0.077,0.123,-0.017,-0.144,0.000,0.000,0,,0,,,,658042,468.15,0
287,597.310,"Mount",0.338,-0.161,-0.374,0.001,-0.236,0.000,54,E,0,,,,656607,464.39,0
288,599.421,"Mount",0.435,-0.222,-0.488,0.015,-0.324,0.000,74,E,0,,,,692396,456.23,0
289,601.537,"Mount",0.266,-0.026,-0.252,-0.091,-0.181,0.000,41,E,0,,,,671768,452.67,0
290,603.522,"Mount",0.161,0.038,-0.129,-0.103,0.000,0.000,0,,0,,,,656553,431.32,0
291,605.598,"Mount",0.098,-0.159,-0.157,0.102,-0.099,0.000,22,E,0,,,,666299,459.26,0
292,607.625,"Mount",-0.161,0.135,0.204,-0.053,0.121,0.000,28,W,0,,,,682463,479.28,0
293,609.739,"Mount",0.021,-0.091,-0.058,0.073,0.000,0.000,0,,0,,,,662450,478.18,0
294,611.662,"Mount",-0.250,-0.007,0.223,0.113,0.140,0.000,32,W,0,,,,671980,459.52,0
295,614.031,"Mount",-0.454,-0.081,0.376,0.267,0.247,0.267,56,W,52,S,,,672795,449.20,0
296,616.078,"Mount",-0.417,0.031,0.391,0.150,0.263,0.000,60,W,0,,,,670963,493.46,0
297,618.269,"Mount",0.263,-0.084,-0.274,-0.037,-0.154,0.000,35,E,0,,,,680236,455.62,0
298,620.261,"Mount",0.167,0.001,-0.151,-0.072,-0.106,0.000,24,E,0,,,,674397,445.11,0
299,622.376,"Mount",0.156,-0.006,-0.143,-0.062,-0.098,0.000,22,E,0,,,,640164,445.57,0
300,624.503,"Mount",-0.086,0.123,0.131,-0.074,0.075,0.000,17,W,0,,,,650235,453.48,0
301,626.516,"Mount",-0.054,0.065,0.077,-0.035,0.000,0.000,0,,0,,,,696214,471.24,0
302,628.519,"Mount",-0.261,-0.051,0.214,0.158,0.135,0.000,31,W,0,,,,657008,413.05,0
303,630.598,"Mount",-0.238,0.225,0.311,-0.102,0.205,0.000,47,W,0,,,,662889,420.36,0
304,632.589,"Mount",-0.345,0.045,0.331,0.107,0.223,0.000,51,W,0,,,,721291,474.24,0
305,634.741,"Mount",0.171,-0.190,-0.236,0.099,-0.133,0.000,30,E,0,,,,670141,468.17,0
306,636.692,"Mount",0.027,-0.005,-0.027,-0.007,0.000,0.000,0,,0,,,,670232,441.95,0
307,638.733,"Mount",0.038,-0.049,-0.056,0.028,0.000,0.000,0,,0,,,,670667,454.99,0
308,640.631,"Mount",0.127,0.065,-0.087,-0.113,0.000,0.000,0,,0,,,,655051,414.44,0
309,643.029,"Mount",0.241,-0.256,-0.327,0.128,-0.206,0.000,47,E,0,,,,684193,445.38,0
310,645.126,"Mount",0.314,-0.386,-0.449,0.214,-0.297,0.214,67,E,42,S,,,662412,454.39,0
311,647.324,"Mount",-0.288,0.103,0.304,0.030,0.171,0.000,39,W,0,,,,681469,486.22,0
312,649.382,"Mount",-0.263,0.105,0.282,0.017,0.190,0.000,43,W,0,,,,655963,427.58,0
313,651.459,"Mount",-0.042,0.037,0.054,-0.016,0.000,0.000,0,,0,,,,678325,445.82,0
314,653.741,"Mount",-0.157,-0.025,0.131,0.090,0.083,0.000,19,W,0,,,,649920,429.57,0
315,655.823,"Mount",-0.289,0.074,0.293,0.057,0.190,0.000,43,W,0,,,,658635,426.67,0
316,657.989,"Mount",-0.371,-0.073,0.304,0.225,0.205,0.225,47,W,44,S,,,672198,465.60,0
317,660.111,"Mount",-0.059,0.204,0.141,-0.159,0.103,0.000,23,W,0,,,,646592,394.84,0
318,662.016,"Mount",0.142,0.124,-0.075,-0.172,0.000,0.000,0,,0,,,,668618,443.28,0
319,664.277,"Mount",0.291,-0.166,-0.334,0.025,-0.210,0.000,48,E,0,,,,646865,415.92,0
320,666.166,"Mount",0.021,-0.095,-0.060,0.077,0.000,0.000,0,,0,,,,664749,428.13,0
321,668.325,"Mount",0.236,-0.118,-0.263,0.006,-0.166,0.000,38,E,0,,,,675337,453.09,0
322,670.284,"Mount",-0.177,-0.089,0.122,0.156,0.000,0.000,0,,0,,,,663778,465.64,0
323,672.394,"Mount",-0.010,-0.235,-0.092,0.216,0.000,0.216,0,,42,S,,,662029,448.26,0
324,674.237,"Mount",-0.310,-0.031,0.267,0.160,0.168,0.000,38,W,0,,,,689878,457.94,0
325,676.326,"Mount",-0.353,0.158,0.386,0.008,0.255,0.000,58,W,0,,,,730044,459.12,0
326,678.253,"Mount",-0.362,0.118,0.378,0.048,0.256,0.000,58,W,0,,,,682366,415.61,0
327,680.528,"Mount",-0.291,-0.340,0.117,0.432,0.000,0.432,0,,85,S,,,667158,433.37,0
328,682.489,"Mount",-0.180,-0.230,0.064,0.285,0.000,0.285,0,,56,S,,,675772,450.23,0
329,684.643,"Mount",-0.132,0.145,0.181,-0.075,0.114,0.000,26,W,0,,,,699501,477.86,0
330,686.725,"Mount",0.391,0.126,-0.300,-0.281,-0.181,0.000,41,E,0,,,,688040,452.70,0
331,688.776,"Mount",0.167,0.256,-0.042,-0.303,0.000,0.000,0,,0,,,,652447,468.33,0
332,690.497,"Mount",0.151,0.131,-0.080,-0.183,0.000,0.000,0,,0,,,,677717,467.13,0
333,692.537,"Mount",0.245,0.200,-0.136,-0.285,-0.086,0.000,20,E,0,,,,656959,454.60,0
334,694.558,"Mount",0.396,0.090,-0.320,-0.250,-0.208,0.000,47,E,0,,,,658046,440.85,0
335,696.608,"Mount",0.063,-0.120,-0.108,0.081,0.000,0.000,0,,0,,,,651318,439.31,0
336,698.493,"Mount",0.185,0.174,-0.093,-0.237,0.000,0.000,0,,0,,,,649100,462.07,0
337,700.558,"Mount",0.135,-0.210,-0.212,0.132,-0.133,0.000,30,E,0,,,,667315,412.98,0
338,702.417,"Mount",-0.104,-0.215,0.002,0.239,0.000,0.000,0,,0,,,,623762,398.48,0
339,704.517,"Mount",0.245,0.089,-0.183,-0.185,-0.116,0.000,26,E,0,,,,645166,454.05,0
340,706.840,"Mount",0.222,-0.142,-0.262,0.034,-0.173,0.000,39,E,0,,,,672277,429.85,0
341,708.919,"Mount",0.033,-0.212,-0.121,0.178,0.000,0.000,0,,0,,,,656673,437.00,0
342,710.921,"Mount",0.275,-0.112,-0.296,-0.016,-0.187,0.000,42,E,0,,,,669125,490.44,0
343,713.128,"Mount",-0.221,0.252,0.307,-0.134,0.181,0.000,41,W,0,,,,653015,433.44,0
344,715.223,"Mount",-0.364,0.109,0.376,0.057,0.249,0.000,57,W,0,,,,646685,432.97,0
345,717.675,"Mount",0.251,0.092,-0.188,-0.190,-0.101,0.000,23,E,0,,,,678762,458.19,0
346,719.645,"Mount",-0.139,-0.191,0.044,0.232,0.000,0.232,0,,46,S,,,669910,440.19,0
347,721.701,"Mount",-0.252,0.040,0.245,0.071,0.154,0.000,35,W,0,,,,665455,433.93,0
348,723.913,"Mount",-0.259,0.065,0.262,0.052,0.176,0.000,40,W,0,,,,648085,440.08,0
349,726.173,"Mount",0.878,-0.381,-0.957,-0.031,-0.590,0.000,134,E,0,,,,685102,449.22,0
350,728.273,"Mount",0.293,0.017,-0.257,-0.141,-0.203,0.000,46,E,0,,,,699160,476.65,0
351,730.262,"Mount",-0.158,-0.125,0.089,0.181,0.000,0.000,0,,0,,,,655346,438.54,0
352,732.216,"Mount",-0.217,-0.093,0.156,0.177,0.099,0.000,22,W,0,,,,670873,428.03,0
353,734.325,"Mount",-0.303,-0.052,0.252,0.177,0.166,0.000,38,W,0,,,,654012,448.55,0
354,736.433,"Mount",-0.273,0.257,0.356,-0.115,0.236,0.000,54,W,0,,,,662503,436.54,0
355,738.817,"Mount",-0.390,0.074,0.384,0.100,0.258,0.000,59,W,0,,,,637309,418.24,0
356,740.725,"Mount",-0.173,0.155,0.223,-0.067,0.158,0.000,36,W,0,,,,651322,435.78,0
357,742.862,"Mount",-0.204,-0.067,0.155,0.148,0.109,0.000,25,W,0,,,,651935,420.26,0
358,744.805,"Mount",0.085,0.170,-0.004,-0.190,0.000,0.000,0,,0,,,,645732,454.39,0
359,746.883,"Mount",0.118,0.024,-0.096,-0.072,0.000,0.000,0,,0,,,,653433,435.28,0
360,748.840,"Mount",0.242,-0.230,-0.317,0.104,-0.200,0.000,45,E,0,,,,671765,463.08,0
361,751.030,"Mount",0.151,-0.077,-0.169,0.005,-0.121,0.000,27,E,0,,,,644836,416.00,0
362,752.900,"Mount",0.112,-0.027,-0.113,-0.023,0.000,0.000,0,,0,,,,631127,467.75,0
363,754.921,"Mount",0.073,0.003,-0.065,-0.034,0.000,0.000,0,,0,,,,655812,458.75,0
364,756.971,"Mount",-0.180,0.144,0.225,-0.053,0.142,0.000,32,W,0,,,,672674,441.36,0
365,758.943,"Mount",-0.055,0.061,0.076,-0.032,0.000,0.000,0,,0,,,,650433,441.41,0
366,760.879,"Mount",-0.349,0.083,0.351,0.074,0.221,0.000,50,W,0,,,,682539,456.44,0
367,763.075,"Mount",-0.414,0.007,0.377,0.170,0.253,0.000,57,W,0,,,,674752,456.53,0
368,765.032,"Mount",-0.269,0.201,0.329,-0.067,0.225,0.000,51,W,0,,,,690327,482.76,0
369,767.164,"Mount",0.043,-0.183,-0.117,0.147,0.000,0.000,0,,0,,,,696910,468.19,0
370,769.255,"Mount",-0.215,0.002,0.195,0.090,0.123,0.000,28,W,0,,,,695798,453.38,0
371,771.413,"Mount",-0.189,-0.439,-0.016,0.478,0.000,0.478,0,,94,S,,,689542,449.74,0
372,773.645,"Mount",-0.346,-0.179,0.237,0.310,0.149,0.310,34,W,61,S,,,640583,439.31,0
373,775.725,"Mount",0.329,-0.050,-0.318,-0.095,-0.190,0.000,43,E,0,,,,645014,443.08,0
374,777.758,"Mount",0.220,0.012,-0.194,-0.105,-0.136,0.000,31,E,0,,,,661855,466.21,0
375,779.854,"Mount",-0.302,0.122,0.325,0.019,0.195,0.000,44,W,0,,,,661514,455.92,0
376,781.837,"Mount",-0.353,0.151,0.384,0.015,0.255,0.000,58,W,0,,,,662873,465.80,0
377,784.095,"Mount",-0.099,0.127,0.144,-0.073,0.109,0.000,25,W,0,,,,689161,444.44,0
378,786.077,"Mount",-0.211,0.099,0.234,0.001,0.155,0.000,35,W,0,,,,770005,518.96,0
379,788.214,"Mount",0.152,0.335,0.005,-0.368,0.000,0.000,0,,0,,,,689756,422.75,0
380,790.108,"Mount",0.104,0.432,0.090,-0.435,0.000,0.000,0,,0,,,,743658,434.61,0
381,792.117,"Mount",0.238,0.162,-0.146,-0.249,-0.092,0.000,21,E,0,,,,683155,442.12,0
382,793.932,"Mount",-0.087,0.110,0.126,-0.062,0.000,0.000,0,,0,,,,646406,453.49,0
383,796.117,"Mount",-0.360,0.328,0.466,-0.142,0.293,0.000,67,W,0,,,,666548,407.43,0
384,798.162,"Mount",-0.195,-0.173,0.102,0.240,0.000,0.000,0,,0,,,,665732,440.71,0
385,800.405,"Mount",0.155,0.002,-0.139,-0.068,-0.088,0.000,20,E,0,,,,678087,440.61,0
386,802.669,"Mount",-0.218,-0.033,0.184,0.123,0.109,0.000,25,W,0,,,,658214,412.56,0
387,804.869,"Mount",-0.351,-0.002,0.317,0.152,0.207,0.000,47,W,0,,,,653708,442.51,0
388,806.831,"Mount",-0.164,0.113,0.197,-0.032,0.138,0.000,31,W,0,,,,667138,425.52,0
389,808.974,"Mount",0.382,0.018,-0.338,-0.179,-0.203,0.000,46,E,0,,,,676285,474.36,0
390,810.937,"Mount",0.182,0.130,-0.109,-0.196,0.000,0.000,0,,0,,,,668059,412.89,0
391,813.357,"Mount",0.448,0.139,-0.345,-0.317,-0.218,0.000,49,E,0,,,,674560,446.21,0
392,815.309,"Mount",0.299,0.085,-0.234,-0.205,-0.163,0.000,37,E,0,,,,720723,468.14,0
393,817.479,"Mount",0.102,-0.202,-0.179,0.139,-0.124,0.000,28,E,0,,,,678086,455.37,0
394,819.495,"Mount",-0.239,0.182,0.294,-0.063,0.176,0.000,40,W,0,,,,651960,417.56,0
395,821.525,"Mount",0.091,-0.048,-0.102,0.005,0.000,0.000,0,,0,,,,668325,455.29,0
396,823.611,"Mount",-0.149,0.168,0.207,-0.088,0.130,0.000,30,W,0,,,,635338,454.74,0
397,825.689,"Mount",0.090,0.016,-0.075,-0.053,0.000,0.000,0,,0,,,,680022,467.87,0
398,827.633,"Mount",0.096,0.064,-0.059,-0.099,0.000,0.000,0,,0,,,,667884,429.23,0
399,829.717,"Mount",-0.180,0.068,0.192,0.016,0.121,0.000,27,W,0,,,,654989,445.06,0
400,831.767,"Mount",-0.289,-0.008,0.258,0.130,0.171,0.000,39,W,0,,,,662285,408.16,0
401,833.930,"Mount",0.117,0.058,-0.081,-0.102,0.000,0.000,0,,0,,,,648223,417.66,0
402,835.849,"Mount",0.179,-0.114,-0.211,0.027,-0.133,0.000,30,E,0,,,,659532,435.19,0
403,838.333,"Mount",0.316,-0.448,-0.477,0.270,-0.310,0.270,70,E,53,S,,,674992,448.16,0
404,840.405,"Mount",0.187,-0.326,-0.308,0.215,-0.216,0.215,49,E,42,S,,,668136,431.16,0
405,842.525,"Mount",0.419,-0.172,-0.452,-0.023,-0.300,0.000,68,E,0,,,,679881,462.52,0
406,844.559,"Mount",0.622,-0.084,-0.599,-0.190,-0.398,0.000,90,E,0,,,,696589,462.07,0
407,846.707,"Mount",-0.102,0.310,0.225,-0.236,0.114,0.000,26,W,0,,,,639307,426.76,0
408,848.592,"Mount",-0.025,0.234,0.123,-0.201,0.000,0.000,0,,0,,,,668897,435.74,0
409,850.644,"Mount",-0.076,0.152,0.134,-0.105,0.084,0.000,19,W,0,,,,668844,452.94,0
410,852.491,"Mount",0.144,0.035,-0.115,-0.093,0.000,0.000,0,,0,,,,667739,429.39,0
411,854.737,"Mount",0.478,0.078,-0.399,-0.275,-0.251,0.000,57,E,0,,,,678395,461.55,0
412,856.720,"Mount",0.303,-0.000,-0.274,-0.129,-0.190,0.000,43,E,0,,,,680932,473.61,0
413,859.933,"Mount",0.071,0.261,0.047,-0.266,0.000,-0.266,0,,1085,N,,,710287,475.74,0
414,862.205,"Mount",0.326,0.187,-0.215,-0.308,-0.135,-0.308,31,E,60,N,,,746586,476.96,0
415,864.478,"Mount",0.226,-0.238,-0.306,0.118,-0.202,0.000,46,E,0,,,,714795,485.24,0
416,866.597,"Mount",0.059,-0.274,-0.170,0.223,-0.122,0.000,28,E,0,,,,665120,441.71,0
417,868.515,"Mount",-0.079,-0.266,-0.042,0.274,0.000,0.000,0,,0,,,,698570,426.97,0
418,870.584,"Mount",-0.266,-0.011,0.236,0.123,0.148,0.000,34,W,0,,,,697057,456.52,0
419,872.574,"Mount",-0.346,-0.301,0.184,0.420,0.126,0.000,29,W,0,,,,681157,439.49,0
420,874.745,"Mount",0.101,-0.460,-0.288,0.372,-0.172,0.000,39,E,0,,,,674103,431.57,0
421,878.213,"Mount",0.321,-0.812,-0.637,0.597,-0.413,0.597,94,E,1150,S,,,652464,455.55,0
422,880.537,"Mount",0.374,-0.679,-0.628,0.455,-0.425,0.455,96,E,89,S,,,706435,487.59,0
423,882.453,"Mount",-0.031,-0.366,-0.129,0.344,0.000,0.344,0,,68,S,,,685372,455.02,0
424,884.677,"Mount",0.835,-0.594,-1.008,0.180,-0.635,0.000,144,E,0,,,,712755,468.84,0
425,886.707,"Mount",0.133,-0.056,-0.144,-0.007,-0.135,0.000,31,E,0,,,,687751,465.62,0
426,888.910,"Mount",-0.454,0.062,0.437,0.138,0.266,0.000,60,W,0,,,,695878,444.30,0
427,890.714,"Mount",-0.250,-0.022,0.216,0.127,0.155,0.000,35,W,0,,,,708218,434.20,0
428,892.782,"Mount",-0.149,0.033,0.149,0.034,0.105,0.000,24,W,0,,,,661435,454.20,0
429,894.709,"Mount",0.043,0.011,-0.034,-0.028,0.000,0.000,0,,0,,,,651184,418.17,0
430,896.885,"Mount",0.168,-0.004,-0.153,-0.068,-0.097,0.000,22,E,0,,,,694344,471.87,0
431,898.822,"Mount",0.320,-0.281,-0.409,0.118,-0.265,0.000,60,E,0,,,,685322,471.08,0
432,901.026,"Mount",0.030,0.015,-0.021,-0.027,0.000,0.000,0,,0,,,,677511,440.64,0
433,902.984,"Mount",0.502,-0.049,-0.474,-0.170,-0.299,0.000,68,E,0,,,,700858,429.02,0
434,904.994,"Mount",0.025,-0.106,-0.068,0.085,0.000,0.000,0,,0,,,,688391,426.62,0
435,906.931,"Mount",0.038,-0.011,-0.039,-0.007,0.000,0.000,0,,0,,,,683685,488.85,0
436,909.096,"Mount",0.095,-0.115,-0.135,0.063,-0.085,0.000,19,E,0,,,,693989,447.83,0
437,911.357,"Mount",-0.048,-0.253,-0.065,0.250,0.000,0.250,0,,49,S,,,682355,486.64,0
438,914.141,"Mount",-0.404,-0.038,0.349,0.207,0.220,0.207,50,W,41,S,,,685757,469.33,0
439,916.551,"Mount",-0.727,0.172,0.731,0.155,0.476,0.000,108,W,0,,,,702571,471.22,0
440,919.447,"Mount",-0.399,0.157,0.428,0.028,0.303,0.000,69,W,0,,,,643238,394.68,0
441,921.868,"Mount",-0.302,0.154,0.339,-0.010,0.235,0.000,53,W,0,,,,695991,452.31,0
INFO: SET LOCK POSITION, new lock pos = 1264.014, 898.051
INFO: DITHER by -4.987, 0.636, new lock pos = 1259.234, 899.608
INFO: SETTLING STATE CHANGE, Settling started
442,928.542,"Mount",4.781,-1.557,-4.987,-0.636,-4.987,-0.636,1132,E,1232,N,,,690963,460.04,0
443,930.468,"Mount",0.235,0.283,-0.092,-0.357,0.000,0.000,0,,0,,,,716969,449.86,0
444,932.262,"Mount",0.384,0.068,-0.318,-0.225,-0.200,0.000,45,E,0,,,,674750,480.59,0
445,934.206,"Mount",-0.345,0.174,0.386,-0.010,0.229,0.000,52,W,0,,,,669978,421.47,0
446,936.109,"Mount",-0.073,0.366,0.222,-0.300,0.156,-0.300,35,W,59,N,,,675748,465.64,0
447,938.093,"Mount",-0.291,0.208,0.352,-0.064,0.233,0.000,53,W,0,,,,694907,478.38,0
448,939.880,"Mount",-0.091,-0.088,0.044,0.118,0.000,0.000,0,,0,,,,705116,481.78,0
INFO: SETTLING STATE CHANGE, Settling complete
449,941.861,"Mount",0.125,-0.251,-0.221,0.173,-0.139,0.000,32,E,0,,,,663994,445.33,0
450,943.785,"Mount",0.298,-0.238,-0.371,0.088,-0.244,0.000,55,E,0,,,,666492,455.76,0
451,945.798,"Mount",-0.049,0.111,0.092,-0.079,0.000,0.000,0,,0,,,,642899,437.21,0
452,947.710,"Mount",-0.369,0.069,0.363,0.096,0.229,0.000,52,W,0,,,,662701,427.18,0
453,949.856,"Mount",0.048,0.039,-0.026,-0.056,0.000,0.000,0,,0,,,,641537,405.82,0
454,951.916,"Mount",-0.012,0.054,0.034,-0.044,0.000,0.000,0,,0,,,,645900,429.21,0
